ID,Pathogen,Cleaned Name,Original Name,Region,Country,City,Street Address,Postal Code,Contact Phone #,Email Address,Institution Type,URL,Affiliation,Research_Area,Research_Description,Source
145,Ebola,US Army Medical Research Institute of Infectious Diseases (USAMRIID),US Army Medical Research Institute of Infectious Diseases (USAMRIID),America (AMRO),United States,"Frederick, MD","Attn: MCMR-UIZ-R, 1425 Porter Street",21702-5011,(301) 619-2285,teresa.l.vanderlinden.civ@mail.mil,Public,http://www.usamriid.army.mil,ISARIC,Vaccine,"Collaborated in Phase I, II, and III for EBOV",http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
146,Ebola,WHO,WHO,Europe (EURO),Switzerland,Geneva 27,Avenue Appia 20,1211,41 22 791 21 11,http://www.who.int/about/contact_form/en/,Public,http://www.who.int/en/,,All,"Clinical consortium collaborated for Phase I, helped in Guinea for Phase II/III",http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
147,Ebola,Medicens sans Frontieres,Medicens sans Frontieres,Europe (EURO),Switzerland,Geneva 21,"78 rue de Lausanne, Case Postale 116",1211,41 22 849 8484,N/A,NGO ,http://www.msf.org,,All,Collaborated in Phase II/III in Guinea,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
148,Ebola,Wellcome Trust,Wellcome Trust,Europe (EURO),United Kingdom,London,"Gibbs Building, 215 Euston Road",NW1 2BE,44 (0)20 7611 8888,contact@wellcome.ac.uk,Public,http://www.wellcome.ac.uk,GloPID-R,Funder,Led funding consortium for Phase I,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
149,Ebola,Norweigan Institute of Public Health,Norweigan Institute of Public Health,Europe (EURO),Norway,Oslo,PO Box 4404 Nydalen,403,47 21077000,"http://www.fhi.no/eway/default.aspx?pid=239&trg=Left_7048&Main_6157=6261:0:25,5532&MainContent_6261=7047:0:25,8272&Left_7048=6659:103594::0:7049:1:::0:0",Public,http://www.fhi.no/eway/default.aspx?pid=240,,Funder,Collaborated in Phase II/III in Guinea,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
150,Ebola,Ministry of Health of Guinea,Ministry of Health of Guinea,Africa (AFRO),Guinea,Conakry,N/A,N/A,N/A,N/A,Public,N/A,,All,Collaborated for Phase II and III clinical trials,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
151,Ebola,Partnership for Research on Ebola Vaccines in Liberia,Partnership for Research on Ebola Vaccines in Liberia,Africa (AFRO),Liberia/United Sates/United Kingdom,Multiple,Multiple,N/A,N/A,N/A,Academic/Public/Private,N/A,,Vaccine,Collaborated with NIH (NIAID) for Phase II and III Clinical Trials,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
152,Ebola,Sierra Leone College of Medicine and Allied Health Sciences,Sierra Leone College of Medicine and Allied Health Sciences,Africa (AFRO),Sierra Leone,Freetown,"University Secretariat Building, A.J. Momoh Street, Tower Hill",N/A,232 33 80522,info@usl.edu.sl,Academic,http://www.usl.edu.sl/?page_id=786,,All,Collaborated with CDC for Phase II and III clinical trials,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
153,Ebola,Sierra Leone Ministry of Health and Sanitation,Sierra Leone Ministry of Health and Sanitation,Africa (AFRO),Sierra Leone,Freetown,4th Floor Youyi Building,N/A,23278849998,tunis@health.gov.sl,Public,,,All,Collaborated with CDC for Phase II and III clinical trials,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
154,Ebola,Clinical Trial Center North at University of Hamburg - Eppendorf,Clinical Trial Center North at University of Hamburg - Eppendorf,Europe (EURO),Germany,Hamburg,Martinistraße 64,20251,+49 (0)40 524719-0,info@ctc-north.com,Academic,https://www.ctc-north.com/cms/en.html,,Laboratory Methods,Collaborated for Phase I clinical trials of rVSV,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
155,Ebola,University of Geneva,University of Geneva,Europe (EURO),Switzerland,Genève 4,4 rue du Général-Dufour ,1211,+41 22 379 77 17,communication@unige.ch ,Academic,http://www.unige.ch/,,Vaccine,Collaborated for Phase I clinical trials of rVSV,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
156,Ebola,BioCryst Pharmaceuticals,BioCryst Pharmaceuticals,America (AMRO),United States,"Durham, NC","4505 Emperor Blvd, Suite 200",27703,(919) 859-1302,info@biocryst.com,Private,http://www.biocryst.com/,,Therapeutics,Phase I clinical trials for BCX4430,https://clinicaltrials.gov/ct2/show/NCT02319772
157,Ebola,National Institute of Allergies and Infectious Diseases (NIAID),National Institute of Allergy and Infectious Diseases (NIAID),America (AMRO),United States,"Bethesda, MD","5601 Fishers Lane, MSC 9806", 20892-9806,866-284-4107,ocpostoffice@niaid.nih.gov,Public,https://www.niaid.nih.gov/Pages/default.aspx,,Funder,Contracted BioCryst for early R&D in 2013,http://www.cidrap.umn.edu/news-perspective/2015/03/biocryst-gets-hhs-contract-ebola-drug-development
158,Ebola,Biomedical Advanced Research and Development Authority (BARDA),Biomedical Advanced Research and Development Authority (BARDA),America (AMRO),United States,"Washington, DC","200 Independence Avenue, S.W., Room 638G",20201, 202-205-8114,Gretchen.Michael@hhs.gov,Public,http://www.phe.gov/about/BARDA/Pages/default.aspx,,Funder,Provided BioCryst with a $12 million grant,http://www.cidrap.umn.edu/news-perspective/2015/03/biocryst-gets-hhs-contract-ebola-drug-development
159,Ebola,Inovio Pharmaceuticals,Inovio Pharmaceuticals,America (AMRO),United States,"Plymouth Meeting, PA",660 West Germantown Pike Suite 110,19462,267.440.4200, clinical.trials@inovio.com,Private,http://www.inovio.com,,Vaccine,Phase I study for INO-4212,https://clinicaltrials.gov/ct2/show/NCT02464670
160,Ebola,Defense Advanced Research Projects Agency (DARPA),Defense Advanced Research Projects Agency (DARPA),America (AMRO),United States,"Arlington, VA",675 North Randolph Street,22203-2114,(703) 526-6630, outreach@darpa.mil,Public,http://www.darpa.mil/,,Funder,Awarded Inovio $24 million for EBOV vaccine ,http://ir.inovio.com/news/news-releases/news-releases-details/2015/Inovio-Receives-24-Million-Option-Grant-From-DARPA-to-Advance-Ebola-Program-Development/default.aspx
161,Ebola,MedImmune,MedImmune,America (AMRO),United States,"Gaithersburg, MD ",1 MedImmune Way,20878, 301-398-1468,GetInTouch@MedImmune.com,Private,https://www.medimmune.com/,,Therapeutics,Manufactured protein mABs for INO-4212,http://ir.inovio.com/news/news-releases/news-releases-details/2015/Inovio-Pharmaceuticals-Selected-by-DARPA-to-Lead-a-45-Million-Program-to-Expedite-Development-of-Novel-Products-to-Prevent-and-Treat-Disease-Caused-by-Ebola/
162,Ebola,University of Pennsylvania,University of Pennsylvania,America (AMRO),United States,"Philadelphia, PA",N/A,19104,(215) 898-5000,regist@pobox.upenn.edu,Academic,http://www.upenn.edu/,,Vaccine,Collaborating with development and clinical trials,http://ir.inovio.com/news/news-releases/news-releases-details/2015/Inovio-Pharmaceuticals-Selected-by-DARPA-to-Lead-a-45-Million-Program-to-Expedite-Development-of-Novel-Products-to-Prevent-and-Treat-Disease-Caused-by-Ebola/
163,Ebola,GeneOne Life Sciences,GeneOne Life Sciences,Western Pacific (WPRO),South Korea,Seoul,"Suite 1903, 223 Teheran-Ro, Gangnam-Gu",6142,82.2.527.0600,genels@genels.com,Private,http://www.genels.com,,Vaccine,Co-developed DNA-based vaccine with Inovio,http://ir.inovio.com/news/news-releases/news-releases-details/2014/Inovio-Pharmaceuticals-Ebola-Vaccine-Moving-into-Human-Trial-with-GeneOne-Life-Science/default.aspx
164,Ebola,Johnson & Johnson,Johnson & Johnson,America (AMRO),United States,"New Brunswick, New Jersey",One Johnson & Johnson Plaza,08933,(732) 524-0400,https://www.ccc-consumercarecenter.com/universal-contact-us/us-jnj-ucu/www.jnj.com,Private,http://www.jnj.com,,Vaccine,Accelerated Phase I and II EBOV studies in Sierra Leone - EBOVAC-Salone,http://www.jnj.com/news/all/johnson-johnson-announces-start-of-clinical-trial-of-ebola-vaccine-regimen-in-sierra-leone
165,Ebola,Bavarian Nordic,Bavarian Nordic,Europe (EURO),Denmark,Kvistgaard,Hejreskovvej 10A,DK-3490 ,45 33 26 83 83,info@bavarian-nordic.com,Private,http://www.bavarian-nordic.com/,,Vaccine,MVA-BN filovirus vaccine collaboration with J&J,http://www.bioworld.com/content/johnson-johnson-bavarian-nordic-ink-187m-deal-ebola-virus-vaccine
166,Ebola,Innovative Medicines Initiative,Innovative Medicines Initiative,Europe (EURO),Belgium,Brussells,Avenue de la Toison d'Or 56-60,B-1060 ,32 (0)2-221 81 81,INFODESK (at) imi.europa.eu,Public/Private,https://www.imi.europa.eu/content/home,,Funder,$200 million in funding allocated for 8 projects,http://www.imi.europa.eu/content/ebola-programme#aboutEbola
167,Ebola,National Institute of Allergies and Infectious Diseases (NIAID),National Institute of Allergy and Infectious Diseases,America (AMRO),United States,"Bethesda, MD","5601 Fishers Lane, MSC 9806",20892-9806,866-284-4107,ocpostoffice@niaid.nih.gov,Public,https://www.niaid.nih.gov/Pages/default.aspx,,Vaccine,Collaborated with NIH and Liberia for rVSV clinical trials,http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
168,Ebola,University of Oxford,University of Oxford,Europe (EURO),United Kingdom,Oxford,Wellington Square,OX1 2JD,44 1865 270000,N/A,Academic,http://www.ox.ac.uk/,,Vaccine,EBOVAC2 collaboration with J&J,http://www.ox.ac.uk/news/2015-07-15-oxford-ebola-vaccine-study-moves-next-phase
169,Ebola,Institut de microbiologie et des maladies infectieuses (INSERM),Institut de microbiologie et des maladies infectieuses (INSERM),Europe (EURO),France,N/A,N/A,N/A,N/A,http://www.inserm.fr/contact,Public/Private/Academic,http://english.inserm.fr/,,Vaccine,Coordinating recruitment for clinical trials,http://presse.inserm.fr/en/inserm-recruiting-about-300-volunteers-to-test-vaccine-against-the-ebola-virus/21714/
170,Ebola,Grameen Foundation,Grameen Foundation,America (AMRO),United States,"Washington, DC","1101 15th St. NW, 3rd Floor",20005,202-628-3560,http://www.grameenfoundation.org/contact,Non-profit,http://www.grameenfoundation.org/,,Vaccine,Coordinating clinical trials using telehealth,http://www.scidev.net/global/medicine/news/mobile-phones-ebola-vaccine-trials.html
171,Ebola,World Vision of Ireland,World Vision of Ireland,Europe (EURO),Ireland,Dublin,"World Vision Ireland, The Mews,Garland House, Rathmines Park, Dublin 6 ",D06 C6K4,353-1-498 0800,ireland@wvi.org,Non-profit,http://www.worldvision.ie/,,Vaccine,Received IMI grant to work communications strategy for Ebola vaccine,http://www.worldvision.ie/press-centre/detail/world-vision-ireland-to-play-a-key-role-in-ebola-vaccine-programme
172,Ebola,London School of Hygiene & Tropical Medicine,London School of Hygiene & Tropical Medicine,Europe (EURO),United Kingdom,London,Keppel St,WC1E 7HT,44 (0) 20 7636 8636,press@lshtm.ac.uk,Academic,http://www.lshtm.ac.uk/,,Vaccine,Coordinating clinical trials in Sierra Leone,http://www.lshtm.ac.uk/newsevents/news/2015/ebola_vaccine_trial_underway.html
173,Ebola,University of Bordeaux,University of Bordeaux,Europe (EURO),France,Bordeaux Cedex, 3 Ter Place de la Victoire,33000,33 5 57 57 10 10,incoming-carreire@u-bordeaux.fr,Academic,http://www.u-bordeaux.com/Education/Welcome-contacts/Bordeaux-Campus,,Therapeutics,Clinical trial platform for EBOVAC2,http://www.inria.fr/en/centre/bordeaux/news/developing-a-new-ebola-vaccine
174,Ebola,Le Centre Muraz,Le Centre Muraz,Africa (AFRO),Burkina Faso,Bobo-Dioulasso,"2054 Avenue Mamadou Konate,  Bobo-Dioulasso 01",01 BP 390,N/A,N/A,Academic,N/A,,Vaccine,AD26ZEBOV clinical trial help,http://www.aib.bf/m-4385-prevention-de-la-maladie-a-virus-ebola-le-centre-muraz-va-tester-un-vaccin-.html
175,Ebola,GlaxoSmithKline,GlaxoSmithKline,Europe (EURO),United Kingdom," Brentford,Middlesex",980 Great West Road,TW8 9GS,44 (0)20 8990 9000,N/A,Private,N/A,,Vaccine,"ChAd3-ZEBOV vaccine, Phase II and III",http://www.gsk.com/en-gb/media/press-releases/2015/major-milestone-for-gsknih-candidate-ebola-vaccine-as-first-doses-shipped-to-liberia-for-use-in-phase-iii-clinical-trial/
176,Ebola,University of Oxford,University of Oxford,Europe (EURO),United Kingdom,Oxford,Wellington Square,OX1 2JD,44 1865 270000,N/A,Academic,http://www.ox.ac.uk/,,Vaccine,EBOVAC2 collaboration with J&J,http://www.ox.ac.uk/news/2015-07-15-oxford-ebola-vaccine-study-moves-next-phase
177,Ebola,Public Health Agency of Canada,Public Health Agency of Canada,America (AMRO),Canada,"Ottawa, Ontario","130 Colonnade Road, A.L. 6501H  ",K1A 0K9,1-844-280-502,http://www.phac-aspc.gc.ca/contac-eng.php#general,Public,http://www.phac-aspc.gc.ca/index-eng.php,,Therapeutics,Development of Zmapp,http://www.macleans.ca/society/health/scientists-at-canadas-national-lab-created-tested-ebola-drug-zmapp/
178,Ebola,Makerere University,Makerere University,Africa (AFRO),Uganda,Kampala,P.O. Box 7062,N/A,N/A,pro@admin.mak.ac.ug,Academic,http://vc.mak.ac.ug/index.php,,Vaccine,Designed paper test for detection of Ebola,http://allafrica.com/stories/201601220458.html
179,Ebola,U.S. Military HIV Research Program,U.S. Military HIV Research Program,America (AMRO),United States,"Bethesda, MD","6720A Rockledge Drive, Suite 400",20817,301-500-3600,info@hivresearch.org,Public,http://www.hivresearch.org/,,Funder,Leveraged resources in West Africa to coordinate clinical trials,http://www.hivresearch.org/ebola-studies
180,Ebola,Walter Reed Army Institute of Research,Walter Reed Army Institute of Research,America (AMRO),United States,"Silver Spring, MD",503 Robert Grant Ave ,N/A,301-319-9471,usarmy.detrick.medcom-wrair.mbx.public-affairs@mail.mil,Public,http://wrair-www.army.mil/,,Vaccine,"Collaborated in Phase I, partnered with NIAID and Liberia for Phase III",http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
181,Ebola,Center for Vaccine Development: University of Maryland,Center for Vaccine Development: University of Maryland,America (AMRO),United States,"Baltimore, MD","685 West Baltimore Street , Room 480, Baltimore, MD", 21201-1509,410-706-5328 ,cmartin@medicine.umaryland.edu,Academic,http://medschool.umaryland.edu/CVD/contact.asp,,Vaccine,Clinical trials in Mali and USA,http://somvweb.som.umaryland.edu/absolutenm/templates/?z=41&a=3213
182,Ebola,National Institute of Allergies and Infectious Diseases (NIAID),National Institute of Allergy and Infectious Diseases,America (AMRO),United States,"Bethesda, MD","5601 Fishers Lane, MSC ",20892-9806,866-284-4107,ocpostoffice@niaid.nih.gov,Public,https://www.niaid.nih.gov/Pages/default.aspx,,Vaccine,"Collaborated in Phase I, partnered with NIH and Liberia for Phase III",http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
183,Ebola,University Hospital of Lausanne,University Hospital of Lausanne,Europe (EURO),Switzerland,Lausanne,Rue du Bugnon 46,1011,41 21 314 1111,https://forms.chuv.ch/chuv/chuv_home/contact-formulaire.htm,Academic,http://www.chuv.ch/,,Vaccine,ChAd3-ZEBOV vaccine clinical trial at the hospital,http://www.who.int/mediacentre/news/statements/2014/swissmedic-ebola-vaccine/en/
184,Ebola,US Army Medical Research Institute of Infectious Diseases (USAMRIID),US Army Medical Research Institute of Infectious Diseases (USAMRIID),America (AMRO),United States,"Frederick, MD","Attn: MCMR-UIZ-R, 1425 Porter Street",21702-5011,(301) 619-2285,teresa.l.vanderlinden.civ@mail.mil,Public,http://www.usamriid.army.mil,,Vaccine,"Collaborated in Phase I, II, and III for EBOV",http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/BloodVaccinesandOtherBiologics/VaccinesandRelatedBiologicalProductsAdvisoryCommittee/UCM448006.pdf
185,Ebola,Mapp Biopharmaceuticals,Mapp Biopharmaceuticals,America (AMRO),United States,"San Diego,CA",6160 Lusk Blvd. # C10,92121,N/A,admin@mappbio.com,Private,http://mappbio.com/,,Therapeutics,"Created ZMapp, a therapeutics monoclonal antibody cocktail to treat Ebola",http://abcnews.go.com/Business/meet-tiny-company-experimental-drug-ebola/story?id=24838694
186,Ebola,Biomedical Advanced Research and Development Authority (BARDA),Biomedical Advanced Research and Development Authority (BARDA),America (AMRO),United States,"Washington, D.C. ","200 Independence Avenue, S.W., Room 638G ",20201, 202-205-8114,Gretchen.Michael@hhs.gov,Public,http://www.phe.gov/about/BARDA/Pages/default.aspx,,Funder,"Funded various vaccine development efforts (rVSV, BioCryst)",http://investors.linkp.com/releasedetail.cfm?releaseid=966557
187,Ebola,Bill and Melinda Gates Foundation,Bill and Melinda Gates Foundation,America (AMRO),United States,"Seatle, WA",500 Fifth Avenue North,98109,(206) 709-3100,info@gatesfoundation.org,Non-profit,http://www.gatesfoundation.org/,,Funder,Commits $50 million to support Ebola,http://www.gatesfoundation.org/Media-Center/Press-Releases/2014/09/Gates-Foundation-Commits-$50%20Million-to-Support-Emergency-Response-to-Ebola
188,Ebola,Defyrus Inc,Defyrus Inc,America (AMRO),United States,"Toronto, Ontario","2 Bloor Street West, Suite 2602  ",M4W 3E2,(613) 674-1138,info@defyrus.com,Private,http://defyrus.com/,,Therapeutics,"Developed ZMAb, which would be incorporated into ZMapp R&D",http://www.defyrus.com/products_ebola-zmab.html
189,Ebola,Yisheng,Yisheng,Western Pacific (WPRO),China,"Beijing, Daxing District","Tianfu Avenue, Building 910, Room 309",N/A,8610-61253655,N/A,Private,http://www.yishengbio.com/,,Vaccine,Working with USAMRIID to use double stranded RNA to make an Ebola vaccine,http://www.prnewswire.com/news-releases/yisheng-biopharma-and-the-united-states-army-medical-research-institute-of-infectious-diseases-announce-collaboration-on-new-vaccine-against-ebola-virus-300191702.html
190,Ebola,University of Queensland,University of Queensland,Western Pacific (WPRO),Austrailia,"Brisbane, Queensland",St Lucia,4072,61 7 3365 1111,https://www.uq.edu.au/contacts/,Academic,https://www.uq.edu.au,,Laboratory Methods,Preclinical work with the Kunjin virus vector for Ebola,https://www.uq.edu.au/news/article/2015/03/australian-virus-might-be-answer-effective-ebola-vaccine
191,Ebola,QIMR Berghofer Medical Research Institute,QIMR Berghofer Medical Research Institute,Western Pacific (WPRO),Austrailia,"Herston, Queensland",300 Herston Rd ,4006,07 3362 0222,enquiries@qimrberghofer.edu.au,Academic,http://www.qimrberghofer.edu.au/,,Laboratory Methods,Collaborating with the University of Queensland,https://www.uq.edu.au/news/article/2015/03/australian-virus-might-be-answer-effective-ebola-vaccine
192,Ebola,University of Lyon,University of Lyon,Europe (EURO),France,Lyon,92 rue Pasteur ,69361,33 (0)4 37 37 26 70,contact@universite-lyon.fr,Academic,http://lyon-university.org/,,Laboratory Methods,Working to understand pathogenicity,http://www.univ-lyon1.fr/research/the-ciri-is-at-the-forefront-in-fighting-the-ebola-virus-816124.kjsp
193,Ebola,Université Claude Bernard Lyon 1,Université Claude Bernard Lyon 1,Europe (EURO),France,Villeurbanne,43 Boulevard du 11 Novembre 1918,69100,33-437-2824-50,service.communication@univ-lyon1.fr,Academic,http://www.univ-lyon1.fr/home-759942.kjsp,,Laboratory Methods,Understanding the immune response prompted by Ebola,http://www.univ-lyon1.fr/news/an-ebola-virus-protein-can-cause-massive-inflammation-and-leaky-blood-vessels-772517.kjsp
194,Ebola,Biofire Defense LLC,Biofire Defense LLC,America (AMRO),United States,"Murray, UT",79 4500 S Suite 14,84107,(801) 262-3592,info@biofiredefense.com,Private,biofiredefense.com,,Laboratory Methods,Developing FilmArray NGDS BT-E Assay for Ebola detection,http://www.fda.gov/EmergencyPreparedness/Counterterrorism/MedicalCountermeasures/MCMLegalRegulatoryandPolicyFramework/ucm182568.htm
195,Ebola,Altona Diagnostics,Altona Diagnostics,Europe (EURO),Germany,Hamburg,Mörken strasse. 12,22767,49 40 548 06 76 - 0,info@altona-diagnostics.com,Private,http://www.altona-diagnostics.com/history.html,,Laboratory Methods,Developing RealStar Ebolavirus RT-PCR Kit,http://www.fda.gov/EmergencyPreparedness/Counterterrorism/MedicalCountermeasures/MCMLegalRegulatoryandPolicyFramework/ucm182568.htm
196,Ebola,Roche Molecylar Systems,Roche Molecylar Systems,America (AMRO),United States,"Pleasanton, CA", 4300 Hacienda Dr,94588,(925) 730-8200,http://molecular.roche.com/static/Pages/Contact.aspx,Private,http://molecular.roche.com/Pages/default.aspx,,Laboratory Methods,Devloping LightMix Ebola Zaire rRT-PCR Test,http://www.fda.gov/EmergencyPreparedness/Counterterrorism/MedicalCountermeasures/MCMLegalRegulatoryandPolicyFramework/ucm182568.htm
197,Ebola,Corgenix,Corgenix,America (AMRO),United States,"Broomfield, Colorado",11575 Main St #400,80020,(303) 457-4345,info@corgenix.com,Private,http://www.corgenix.com,,Laboratory Methods,Devloping ReEBOV Antigen Rapid Test,http://www.fda.gov/EmergencyPreparedness/Counterterrorism/MedicalCountermeasures/MCMLegalRegulatoryandPolicyFramework/ucm182568.htm
198,Ebola,Cepheid,Cepheid,America (AMRO),United States,"Sunnyvale, California",904 Caribbean Drive,94089,1-408-541-4191,investor.relations@cepheid.com,Private,http://www.cepheid.com,,Laboratory Methods,Developing Xpert Ebola Assay,http://www.fda.gov/EmergencyPreparedness/Counterterrorism/MedicalCountermeasures/MCMLegalRegulatoryandPolicyFramework/ucm182568.htm
199,Ebola,"OraSure Technologies, Inc","OraSure Technologies, Inc",America (AMRO),United States,Pennslyvania,220 East First Street,18015,1-800-869-3538,media@orasure.com,Private,http://www.orasure.com,,Laboratory Methods,Devloping OraQuick EBola Rapid Antigen Test for use with whole blood,http://www.fda.gov/EmergencyPreparedness/Counterterrorism/MedicalCountermeasures/MCMLegalRegulatoryandPolicyFramework/ucm182568.htm
200,Ebola,US Center for Disease Control and Prevention CDC (USA),US Centers for Disease Control and Prevention (CDC),America (AMRO),United States,"Atlanta, GA",1600 Clifton Road,30333,800-CDC-INFO,https://wwwn.cdc.gov/dcs/ContactUs/Form,Public,http://www.cdc.gov,,Laboratory Methods,Developing NP Real-Time RT-PCR Assay to detect Ebola,http://www.fda.gov/EmergencyPreparedness/Counterterrorism/MedicalCountermeasures/MCMLegalRegulatoryandPolicyFramework/ucm182568.htm
201,Ebola,Janssen Diagnostics,Janssen Diagnostics,America (AMRO),Belgium,Beerse,Turnhoutseweg 30,2340,32 14 64 1332,N/A,Private,http://www.janssen.com/,,Laboratory Methods,Developed Idylla™ Ebola Virus Triage Test,http://www.jnj.com/news/all/New-Idylla-Ebola-Virus-Triage-Test-Granted-Emergency-Use-Authorization-by-US-FDA
202,Ebola,Texas Biomedical Research Institute (Davey Lab),Texas Biomedical Research Institute (Davey Lab),America (AMRO),United States,"San Antonio, TX",P.O. Box 760549,78245-0549,(210) 258-9400,rdavey@txbiomed.org,Academic,https://www.txbiomed.org,,Laboratory Methods,"Developed safe, efficient, high-throughput screening techniques for Ebola virus and performs contract work on testing drugs and compounds against Ebola virus infection in the BSL-4 maximum containment laboratory",https://www.txbiomed.org/scientists/robert-davey/
203,Ebola,Texas Biomedical Research Institute (Patterson Lab),Texas Biomedical Research Institute (Patterson Lab),America (AMRO),United States,"San Antonio, TX",P.O. Box 760549,78245-0549,(210) 258-9400,jpatters@txbiomed.org,Academic,https://www.txbiomed.org,,Vaccine,"Involved in development of three vaccines against Ebola, one with Emory University, one with Crucell (Janssen Pharmaceuticals), and one with Bavarian Nordic, all of which are undergoing further studies",https://www.txbiomed.org/scientists/jean-patterson/
204,Lassa,University of Maryland School of Medicine (Salvato Lab),University of Maryland School of Medicine (Salvato Lab),America (AMRO),United States,"Baltimore, MD","750 W. Lombard Street, 515",21201,(410) 706-1364,msalvato@ihv.umaryland.edu,Academic,http://medschool.umaryland.edu/,,Vaccine,Lassa fever vaccine research has resulted in two live-attenuated candidates,http://medschool.umaryland.edu/facultyresearchprofile/viewprofile.aspx?id=7743
205,Lassa,NIH,NIH,America (AMRO),United States,"Bethesda, Maryland",9000 Rockville Pike,20892,301-496-4000, NIHinfo@od.nih.gov,Public,nih.gov,,Funder,Funding research on Lassa Fever genome,https://www.niaid.nih.gov/news/newsreleases/2015/Pages/LassaGenomes.aspx
206,Lassa,Southwest Foundation for Biomedical Research,Southwest Foundation for Biomedical Research,America (AMRO),United States,"San Antonio, TX",N/A,N/A,N/A,N/A,Academic,N/A,,Laboratory Methods,,
207,Lassa,Medigen Inc ,Medigen Inc ,America (AMRO),United States,"Frederick, MD","8420 Glass House Pike, Suite S",21701,N/A,info@medigen-usa.com,Private,http://medigen-usa.com/,,Vaccine,Develops two vaccines against Lassa fever for different population groups - (1) live vaccine ML29 for healthy adults and (2) patients with compromised immune functons,http://medigen-usa.com/vaccines
208,Lassa,SAFC Pharma ,SAFC Pharma ,America (AMRO),United States,"Carlsbad, CA",6219 El Camino Real,92009,760-710-6100,N/A,Private,http://www.sigmaaldrich.com/safc/facilities/carlsbad-california.html,,Vaccine,Manufacuring YF17D-based Lassa Fever vaccine,http://louisville.edu/predictivemedicine/about/pdf-files/yellow-fever-lassa-project
209,Lassa,University of Buenos Aires,University of Buenos Aires,America (AMRO),Argentina,"Buenos Aires, ",Viamonte 430,1053,54 11 4510-1100,N/A,Academic,www.uba.ar,,Vaccine,Developing LF vaccine with the University of Maryland,http://louisville.edu/predictivemedicine/about/pdf-files/yellow-fever-lassa-project
210,Lassa,Unite de Biologie des Infectious Virales Emergentes ,Unite de Biologie des Infectious Virales Emergentes ,Europe (EURO),France,Paris,25-28 Rue du Docteur Roux,N/A,N/A,N/A,Academic,https://research.pasteur.fr/fr/project/biology-of-viral-emerging-infections/,,Vaccine,Studying Lassa Fever and how it infects human cells for development of vaccine candidate,https://research.pasteur.fr/fr/project/biology-of-viral-emerging-infections/
211,Lassa,Leiden University Medical Center,Leiden University Medical Center,Europe (EURO),Netherlands,Leiden,PO Box 9600,2300 RC,(071) 526 91 11,N/A,Private,https://www.lumc.nl,,Vaccine,Collaborating with University of Maryland researchers for LF vaccine ,http://louisville.edu/predictivemedicine/about/pdf-files/yellow-fever-lassa-project
